time; pid; rtt; vtt 
2024-06-11 13:11:16,894; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,900; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,907; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,917; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,933; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,940; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,949; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,958; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,964; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,972; 38804; 1118576640.00; 4825387008.00
2024-06-11 13:11:16,979; 38804; 1119117312.00; 4825387008.00
2024-06-11 13:11:16,988; 38804; 1119657984.00; 4825387008.00
2024-06-11 13:11:17,004; 38804; 1119924224.00; 4825387008.00
2024-06-11 13:11:17,017; 38804; 1120194560.00; 4825387008.00
2024-06-11 13:11:17,027; 38804; 1122349056.00; 4825387008.00
2024-06-11 13:11:17,034; 38804; 1123160064.00; 4825387008.00
2024-06-11 13:11:17,041; 38804; 1123160064.00; 4825387008.00
2024-06-11 13:11:17,050; 38804; 1124241408.00; 4825387008.00
2024-06-11 13:11:17,055; 38804; 1124241408.00; 4825387008.00
2024-06-11 13:11:17,064; 38804; 1124241408.00; 4825387008.00
2024-06-11 13:11:17,077; 38804; 1124511744.00; 4825387008.00
2024-06-11 13:11:17,091; 38804; 1126944768.00; 4825387008.00
2024-06-11 13:11:17,111; 38804; 1127485440.00; 4825387008.00
2024-06-11 13:11:17,122; 38804; 1127485440.00; 4825387008.00
2024-06-11 13:11:17,127; 38804; 1127485440.00; 4825387008.00
2024-06-11 13:11:17,132; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,136; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,150; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,155; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,161; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,166; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,170; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,175; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,183; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,189; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,194; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,212; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,228; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,238; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,242; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,247; 38804; 1127628800.00; 4825387008.00
2024-06-11 13:11:17,251; 38804; 1131954176.00; 4825387008.00
2024-06-11 13:11:17,255; 38804; 1135738880.00; 4825387008.00
2024-06-11 13:11:17,259; 38804; 1139523584.00; 4825387008.00
2024-06-11 13:11:17,263; 38804; 1140334592.00; 4825387008.00
2024-06-11 13:11:17,286; 38804; 1140334592.00; 4825387008.00
2024-06-11 13:11:17,296; 38804; 1140334592.00; 4825387008.00
2024-06-11 13:11:17,304; 38804; 1140334592.00; 4825387008.00
2024-06-11 13:11:17,312; 38804; 1140334592.00; 4825387008.00
2024-06-11 13:11:17,324; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,333; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,342; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,353; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,364; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,371; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,379; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,390; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,394; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,400; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,416; 38804; 1140445184.00; 4825387008.00
2024-06-11 13:11:17,425; 38804; 1143418880.00; 4825387008.00
2024-06-11 13:11:17,432; 38804; 1143418880.00; 4825387008.00
2024-06-11 13:11:17,440; 38804; 1143418880.00; 4825387008.00
2024-06-11 13:11:17,445; 38804; 1143418880.00; 4825387008.00
2024-06-11 13:11:17,449; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,453; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,457; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,461; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,465; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,468; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,472; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,476; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,480; 38804; 1143422976.00; 4825387008.00
2024-06-11 13:11:17,483; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,487; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,491; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,495; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,498; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,502; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,506; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,509; 38804; 1143427072.00; 4825387008.00
2024-06-11 13:11:17,522; 38804; 1145221120.00; 4825387008.00
2024-06-11 13:11:17,529; 38804; 1146843136.00; 4825387008.00
2024-06-11 13:11:17,534; 38804; 1148465152.00; 4825387008.00
2024-06-11 13:11:17,539; 38804; 1149546496.00; 4825387008.00
2024-06-11 13:11:17,545; 38804; 1150087168.00; 4825387008.00
2024-06-11 13:11:17,550; 38804; 1151729664.00; 4825387008.00
2024-06-11 13:11:17,554; 38804; 1154703360.00; 4825387008.00
2024-06-11 13:11:17,559; 38804; 1157136384.00; 4825387008.00
2024-06-11 13:11:17,563; 38804; 1158488064.00; 4825387008.00
2024-06-11 13:11:17,567; 38804; 1159028736.00; 4825387008.00
2024-06-11 13:11:17,570; 38804; 1159028736.00; 4825387008.00
2024-06-11 13:11:17,574; 38804; 1159028736.00; 4825387008.00
2024-06-11 13:11:17,578; 38804; 1159299072.00; 4825387008.00
2024-06-11 13:11:17,581; 38804; 1159569408.00; 4825387008.00
2024-06-11 13:11:17,585; 38804; 1159839744.00; 4825387008.00
2024-06-11 13:11:17,588; 38804; 1159839744.00; 4825387008.00
2024-06-11 13:11:17,592; 38804; 1159839744.00; 4825387008.00
2024-06-11 13:11:17,596; 38804; 1160110080.00; 4825387008.00
2024-06-11 13:11:17,604; 38804; 1162002432.00; 4825387008.00
2024-06-11 13:11:17,612; 38804; 1164976128.00; 4825387008.00
2024-06-11 13:11:17,620; 38804; 1167949824.00; 4825387008.00
2024-06-11 13:11:17,625; 38804; 1170112512.00; 4825387008.00
2024-06-11 13:11:17,630; 38804; 1172275200.00; 4825387008.00
2024-06-11 13:11:17,635; 38804; 1173897216.00; 4825387008.00
2024-06-11 13:11:17,639; 38804; 1176059904.00; 4825387008.00
2024-06-11 13:11:17,643; 38804; 1177411584.00; 4825387008.00
2024-06-11 13:11:17,647; 38804; 1179303936.00; 4825387008.00
2024-06-11 13:11:17,652; 38804; 1181196288.00; 4825387008.00
2024-06-11 13:11:17,655; 38804; 1182818304.00; 4825387008.00
2024-06-11 13:11:17,659; 38804; 1184440320.00; 4825387008.00
2024-06-11 13:11:17,664; 38804; 1185792000.00; 4825387008.00
2024-06-11 13:11:17,667; 38804; 1187414016.00; 4825387008.00
2024-06-11 13:11:17,672; 38804; 1188765696.00; 4825387008.00
2024-06-11 13:11:17,676; 38804; 1190387712.00; 4825387008.00
2024-06-11 13:11:17,680; 38804; 1192009728.00; 4825387008.00
2024-06-11 13:11:17,685; 38804; 1193902080.00; 4825387008.00
2024-06-11 13:11:17,689; 38804; 1195524096.00; 4825387008.00
2024-06-11 13:11:17,694; 38804; 1197682688.00; 4825387008.00
2024-06-11 13:11:17,698; 38804; 1199575040.00; 4825387008.00
2024-06-11 13:11:17,703; 38804; 1200926720.00; 4825387008.00
2024-06-11 13:11:17,707; 38804; 1202819072.00; 4825387008.00
2024-06-11 13:11:17,711; 38804; 1204441088.00; 4825387008.00
2024-06-11 13:11:17,716; 38804; 1205792768.00; 4825387008.00
2024-06-11 13:11:17,721; 38804; 1207685120.00; 4825387008.00
2024-06-11 13:11:17,725; 38804; 1209307136.00; 4825387008.00
2024-06-11 13:11:17,730; 38804; 1210929152.00; 4825387008.00
2024-06-11 13:11:17,734; 38804; 1213628416.00; 4825387008.00
2024-06-11 13:11:17,738; 38804; 1215791104.00; 4825387008.00
2024-06-11 13:11:17,742; 38804; 1217683456.00; 4825387008.00
2024-06-11 13:11:17,746; 38804; 1219035136.00; 4825387008.00
2024-06-11 13:11:17,750; 38804; 1220927488.00; 4825387008.00
2024-06-11 13:11:17,754; 38804; 1222819840.00; 4825387008.00
2024-06-11 13:11:17,758; 38804; 1224441856.00; 4825387008.00
2024-06-11 13:11:17,762; 38804; 1226063872.00; 4825387008.00
2024-06-11 13:11:17,767; 38804; 1227956224.00; 4825387008.00
2024-06-11 13:11:17,772; 38804; 1230303232.00; 4825387008.00
2024-06-11 13:11:17,776; 38804; 1232195584.00; 4825387008.00
2024-06-11 13:11:17,781; 38804; 1234087936.00; 4825387008.00
2024-06-11 13:11:17,787; 38804; 1236520960.00; 4825387008.00
2024-06-11 13:11:17,792; 38804; 1238413312.00; 4825387008.00
2024-06-11 13:11:17,796; 38804; 1240576000.00; 4825387008.00
2024-06-11 13:11:17,800; 38804; 1243279360.00; 4825387008.00
2024-06-11 13:11:17,805; 38804; 1246793728.00; 4825387008.00
2024-06-11 13:11:17,809; 38804; 1250037760.00; 4825387008.00
2024-06-11 13:11:17,813; 38804; 1252200448.00; 4825387008.00
2024-06-11 13:11:17,831; 38804; 1252741120.00; 4825387008.00
2024-06-11 13:11:17,835; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,839; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,846; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,852; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,859; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,876; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,880; 38804; 1254363136.00; 4825387008.00
2024-06-11 13:11:17,884; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,888; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,892; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,896; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,901; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,905; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,909; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,914; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,924; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,932; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,941; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,947; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,960; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,965; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,970; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,975; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,980; 38804; 1254387712.00; 4825387008.00
2024-06-11 13:11:17,998; 38804; 1254658048.00; 4825387008.00
2024-06-11 13:11:18,006; 38804; 1254658048.00; 4825387008.00
2024-06-11 13:11:18,011; 38804; 1254780928.00; 4825387008.00
2024-06-11 13:11:18,016; 38804; 1254780928.00; 4825387008.00
2024-06-11 13:11:18,021; 38804; 1254780928.00; 4825387008.00
2024-06-11 13:11:18,026; 38804; 1254780928.00; 4825387008.00
2024-06-11 13:11:18,032; 38804; 1254780928.00; 4825387008.00
2024-06-11 13:11:18,037; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,042; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,046; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,052; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,056; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,060; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,065; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,071; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,076; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,081; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,085; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,090; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,094; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,098; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,102; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,107; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,112; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,117; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,122; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,127; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,132; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,137; 38804; 1254854656.00; 4825387008.00
2024-06-11 13:11:18,142; 38804; 1254928384.00; 4825387008.00
2024-06-11 13:11:18,147; 38804; 1254928384.00; 4825387008.00
2024-06-11 13:11:18,151; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,155; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,159; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,163; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,166; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,170; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,181; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,205; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,212; 38804; 1255059456.00; 4825387008.00
2024-06-11 13:11:18,218; 38804; 1255100416.00; 4825387008.00
2024-06-11 13:11:18,222; 38804; 1255100416.00; 4825387008.00
2024-06-11 13:11:18,226; 38804; 1255100416.00; 4825387008.00
2024-06-11 13:11:18,230; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,239; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,244; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,249; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,254; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,259; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,263; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,268; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,271; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,276; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,285; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,293; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,299; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,305; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,309; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,314; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,318; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,322; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,325; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,329; 38804; 1255370752.00; 4825387008.00
2024-06-11 13:11:18,333; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,336; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,340; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,344; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,351; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,357; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,363; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,369; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,374; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,381; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,388; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,393; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,398; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,402; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,406; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,410; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,414; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,419; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,427; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,436; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,442; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,448; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,453; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,458; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,463; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,467; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,471; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,475; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,483; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,494; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,503; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,510; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,516; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,522; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,527; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,531; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,536; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,539; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,544; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,549; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,554; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,558; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,562; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,567; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,572; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,576; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,581; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,585; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,589; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,594; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,599; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,603; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,607; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,611; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,616; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,623; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,632; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,641; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,649; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,657; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,662; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,667; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,672; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,676; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,683; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,691; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,697; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,702; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,706; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,710; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,714; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,718; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,722; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,726; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,730; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,733; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,737; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,740; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,744; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,748; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,752; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,756; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,763; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,770; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,775; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,780; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,785; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,789; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,793; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,797; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,808; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,817; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,823; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,830; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,835; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,840; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,845; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,850; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,855; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,860; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,866; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,871; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,876; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,881; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,886; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,891; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,896; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,902; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,906; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,911; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,915; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,919; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,923; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,927; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,930; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,934; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,938; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,942; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,945; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,949; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,953; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,957; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,961; 38804; 1255387136.00; 4825387008.00
2024-06-11 13:11:18,965; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,969; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,973; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,977; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,981; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,985; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,989; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,993; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:18,997; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,001; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,005; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,009; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,012; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,016; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,020; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,024; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,028; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,037; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,045; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,052; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,057; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,062; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,072; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,081; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,089; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,094; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,100; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,105; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,110; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,114; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,119; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,124; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,128; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,133; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,137; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,142; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,147; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,156; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,164; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,171; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,181; 38804; 1255415808.00; 4825387008.00
2024-06-11 13:11:19,189; 38804; 1255415808.00; 4825387008.00
